Run ID,Name,Source Type,Source Name,User,Status,classifier,dataset,hidden layer sizes,kernel,Accuracy,Balanced_accuracy,Cohens_kappa,F1_score
efec387940c644a2a5a2ef4841cd11ee,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,complementNB,validation,,,0.6304616060713621,0.6064940834378993,0.08769047501083926,0.2228699392172893
b5bdc7f94ad24b23bfe6fbfffd9a821e,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,complementNB,validation,,,0.631892092897468,0.6220923866043796,0.09960836001164752,0.23333098641132155
4d01b6864964469a926baedbb40f1f96,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,complementNB,training,,,0.6338584451731404,0.6123910053275523,0.092875338085471,0.2271694792298453
1e37af9fd3a34c42a591a9750e3d34fb,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,svm,validation,,sigmoid,0.8368885433217268,0.510392989328906,0.020810084617806535,0.11059907834101383
93a9fd6410b44d5ba9fa05a38093ad1a,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,svm,training,,sigmoid,0.8372209639070124,0.5093624635112142,0.018823045997413135,0.1083850260778323
e31511cfba40494d8827d49236b83972,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,svm,validation,,rbf,0.9081843074946756,0.5,0,0
29b07d98efe342c78d9498197b2ad937,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,svm,training,,rbf,0.9081843074946756,0.5,0,0
b139536e21574264a4173ae45ae919bf,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,svm,validation,,poly,0.9081843074946756,0.5,0,0
c75118af40bf434fa0b6d52c9e3eb592,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,svm,training,,poly,0.9081843074946756,0.5,0,0
841eae55e44f41b8ab030297c0257ca9,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,svm,validation,,linear,0.9081843074946756,0.5,0,0
95eb2e7a8e134d52813366d37278a1ea,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,svm,training,,linear,0.9081843074946756,0.5,0,0
563c000dc8f645b38dc5033b840f12e4,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,complementNB,validation,,,0.631892092897468,0.6220923866043796,0.09960836001164752,0.23333098641132155
8c5cc40765d84f93bc73623082684144,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,complementNB,training,,,0.6338584451731404,0.6123910053275523,0.092875338085471,0.2271694792298453
594220292a094caf9dcacd93722f8bd5,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,validation,"[100, 100, 100]",,0.9005611710219398,0.517233096563382,0.05464532288137236,0.08092485549132948
80aaf1a449504b96ac71d4a0f0ea23b8,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,training,"[100, 100, 100]",,0.9144833958734774,0.5558156447979273,0.17877898013721394,0.20006324443975967
9da9104052d644d4bb0f092d33fad2b1,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,validation,"[50, 50, 50]",,0.9058855346337176,0.5069258054577694,0.023957071393251983,0.03433922996878252
c478bd4b9aa04804a4b0470512ce48a9,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,training,"[50, 50, 50]",,0.910319687186595,0.5197924327267348,0.06856544627029226,0.07818381884519604
a73c3743d40040ffb4a132ed0e26603d,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,validation,"[50, 50, 25]",,0.9075251005713126,0.5028639865174341,0.010224328047144793,0.014056586772391423
c5748ff2756947fc878392b3bfd2bab7,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,training,"[50, 50, 25]",,0.9090801528007842,0.5079675078148976,0.028398974923405484,0.032495952994783854
302b35e017694d0faef563b611571e6e,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,validation,"[50, 50, 10]",,0.9072546567053176,0.5031288006058767,0.011126977299656948,0.0157847533632287
3b53ffc0c627414c9a0059a083fc2e05,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,training,"[50, 50, 10]",,0.9088829541484962,0.5071142682265306,0.025381435612958136,0.029291716686674674
3137f11d92fb4387a2b7f109b8c505e2,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,validation,"[50, 25, 50]",,0.9073053649301916,0.504728803429135,0.016730924587559648,0.022459893048128343
85d46fed14834a2e9927b5fba1959fdc,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,training,"[50, 25, 50]",,0.9091421295200748,0.5106493519160376,0.037623278193080534,0.043534994068801895
15039c8080b24162ba8b26357d3158d1,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,validation,"[50, 25, 25]",,0.9080659883033028,0.5004313075221742,0.0015623655792601499,0.002201430930104568
11b88994c4744aaf8629854bc663b7cb,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,training,"[50, 25, 25]",,0.9083138951804649,0.5012573035818559,0.004553083706556493,0.0052570450516535245
aceef5db676d46ceae0d92286cdbb1c5,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,validation,"[50, 25, 10]",,0.9076265170210608,0.5026715972268477,0.0095544385998112,0.013003431461080009
14e2ce06d9de4a25a76e78c892006514,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,training,"[50, 25, 10]",,0.9086237787769176,0.505868361608402,0.02097151946173359,0.024539877300613498
dfb4896019a84344b1572226e7771d81,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,validation,"[50, 10, 50]",,0.9080490855616781,0.500670225753762,0.0024252772576568438,0.0032979113228288753
86680bab032046ffacbb0dec83b53809,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,training,"[50, 10, 50]",,0.9082068444835085,0.5011707864766112,0.004236182271651567,0.005129457743038593
a7f1cbd41a3843f9947f3c1c7c117917,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,validation,"[50, 10, 25]",,0.9080321828200534,0.5014055920249259,0.005071845613671244,0.006572941391272595
ad0c7d56551347b6993b0d7f7d0ec902,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,training,"[50, 10, 25]",,0.9083477006637143,0.502599776597126,0.009372467822858832,0.011064502401361786
1c4413a9764b4ebfbcd520f61f9b8661,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,validation,"[50, 10, 10]",,0.9081335992698015,0.5007167546947633,0.0025955896168747827,0.003300935264991748
a1fc96e7748c4dafb3b6054901269023,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,training,"[50, 10, 10]",,0.9082800896972155,0.5011559506655261,0.00418605356474111,0.004890274466654441
851a166a33bb4471b75e2e5f3837e33f,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,validation,"[25, 50, 50]",,0.9076265170210608,0.5027543385667771,0.009847432687869917,0.013359812240476622
a9cbac7cf02c4fe9b9cf95859bb216da,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,training,"[25, 50, 50]",,0.9088153431819974,0.5063323730143654,0.022638663043718532,0.02611625947767481
ad9c9bdce8354a10a3b40575306fa2d4,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,validation,"[25, 50, 25]",,0.9078969608870558,0.5038961272571333,0.013913142786541433,0.017667207499549302
dc8876f7d4794896a166c4c233a0a69a,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,training,"[25, 50, 25]",,0.9086688527545834,0.5062517228499632,0.02232172068307048,0.02607546262917568
6213c727f8d24b11a59a5dc7a3115431,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,validation,"[25, 50, 10]",,0.9078124471789324,0.5016155821380398,0.005811342333363556,0.008002910149145144
c9bd85719d53431daf5cfa728f07d820,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,training,"[25, 50, 10]",,0.9083307979220896,0.5030869188485017,0.011107131290344907,0.013221737020863659
dfae20218359476b9a938437ba58795d,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,validation,"[25, 25, 50]",,0.9078462526621818,0.5022961244338751,0.008242120857151924,0.01088534107402032
28bc93462d214421a00703fd6db1abc0,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,training,"[25, 25, 50]",,0.9084716541022954,0.5039643000361541,0.014240743541621748,0.01670601053205012
186fe2dca3c34a858720438ca3b5f4d2,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,validation,"[25, 25, 25]",,0.9080828910449275,0.5005233546503038,0.0018955124378710053,0.0025678650036683784
a9eb9ba497a346a8b65b8d1bb913a2b2,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,training,"[25, 25, 25]",,0.9083082609332567,0.501061138525954,0.003845205908099447,0.004404747338798483
5ac10ced25424ce6b293a337d45e3b49,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,validation,"[25, 25, 10]",,0.9081166965281768,0.5005419662267043,0.0019635092081258243,0.002568807339449541
8b0f6c23510141748408f6f6fd6c0e29,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,training,"[25, 25, 10]",,0.9083082609332567,0.5011438798658834,0.004143790026535199,0.004770058708414873
f1408b668729422d9d078b57e6f1ecd7,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,validation,"[25, 10, 50]",,0.9076941279875596,0.502295113680002,0.008225056746911652,0.011225783088900959
1a8e774942e74993be73d29ca2f4eed5,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,training,"[25, 10, 50]",,0.9081730390002591,0.5036344150980909,0.013029252371474564,0.015940103852191766
16f8ca6976df45e985c4165ca8694069,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,validation,"[25, 10, 25]",,0.9081505020114262,0.49998138842359946,-0.00006759065026695765,0
d17265e83d9a446ca52465eb65eaa35a,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,training,"[25, 10, 25]",,0.9082012102363003,0.5000920471281296,0.0003343327828052578,0.0003681207436039021
fd6acee07aca4f5b9f19a2ed79571170,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,validation,"[25, 10, 10]",,0.9081674047530509,0.5001561768916585,0.000566923597530411,0.0007356998344675373
65dc412cf9404aa98c236a794977e9f4,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,training,"[25, 10, 10]",,0.9082406499667579,0.5005274673335769,0.0019136576759937185,0.0022056120573459136
fcb9b9c1b89c45bb9f0c3b1e6c69fc7f,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,validation,"[10, 100, 50]",,0.9081674047530509,0.49999069421179976,-0.00003380040342815249,0
